key,row,count,pairs
sill,8449,45,acousticguitar_violin:2|ambulance_firetruck:1|ant_bee:26|cucumber_zucchini:1|hotpot_vase:15
silver,8450,4756,acousticguitar_violin:2273|ambulance_firetruck:1061|ant_bee:95|cucumber_zucchini:108|hotpot_vase:1219
silver-toned,8451,29,acousticguitar_violin:3|hotpot_vase:26
silvered,8452,1,acousticguitar_violin:1
silverware,8453,46,cucumber_zucchini:4|hotpot_vase:42
silvery,8454,25,ant_bee:9|cucumber_zucchini:16
similar,8455,729,acousticguitar_violin:50|ambulance_firetruck:387|ant_bee:173|cucumber_zucchini:39|hotpot_vase:80
simmer,8456,185,cucumber_zucchini:19|hotpot_vase:166
simmered,8457,76,cucumber_zucchini:2|hotpot_vase:74
simmering,8458,3809,cucumber_zucchini:52|hotpot_vase:3757
simmers,8459,4530,cucumber_zucchini:14|hotpot_vase:4516
simple,8460,1890,acousticguitar_violin:609|ambulance_firetruck:73|ant_bee:43|cucumber_zucchini:735|hotpot_vase:430
simplicity,8461,534,acousticguitar_violin:124|ant_bee:28|cucumber_zucchini:118|hotpot_vase:264
simply,8462,132,acousticguitar_violin:2|cucumber_zucchini:101|hotpot_vase:29
since,8463,25,acousticguitar_violin:2|ambulance_firetruck:15|ant_bee:1|cucumber_zucchini:3|hotpot_vase:4
sing,8464,23,acousticguitar_violin:23
singer,8465,100,acousticguitar_violin:100
singing,8466,549,acousticguitar_violin:549
single,8467,2357,acousticguitar_violin:1700|ambulance_firetruck:3|ant_bee:119|cucumber_zucchini:127|hotpot_vase:408
single-coil,8468,10,acousticguitar_violin:10
sings,8469,586,acousticguitar_violin:586
sink,8470,390,acousticguitar_violin:5|cucumber_zucchini:361|hotpot_vase:24
sipping,8471,223,ant_bee:197|cucumber_zucchini:26
sippy,8472,27,cucumber_zucchini:27
sips,8473,60,ant_bee:27|cucumber_zucchini:33
siren,8474,517,ambulance_firetruck:517
sirens,8475,168,ambulance_firetruck:168
sister,8476,30,acousticguitar_violin:30
sit,8477,2251,acousticguitar_violin:407|ambulance_firetruck:296|ant_bee:1|cucumber_zucchini:402|hotpot_vase:1145
site,8478,176,acousticguitar_violin:3|ambulance_firetruck:163|ant_bee:8|cucumber_zucchini:2
sits,8479,13061,acousticguitar_violin:2487|ambulance_firetruck:2909|ant_bee:110|cucumber_zucchini:1274|hotpot_vase:6281
sitting,8480,359,acousticguitar_violin:151|ambulance_firetruck:104|ant_bee:1|cucumber_zucchini:37|hotpot_vase:66
situation,8481,30,ambulance_firetruck:30
six,8482,13022,acousticguitar_violin:11407|ambulance_firetruck:129|ant_bee:1095|cucumber_zucchini:206|hotpot_vase:185
six-legged,8483,1,ant_bee:1
six-panel,8484,1,ant_bee:1
six-string,8485,129,acousticguitar_violin:129
six-stringed,8486,4,acousticguitar_violin:4
size,8487,1857,acousticguitar_violin:109|ambulance_firetruck:20|ant_bee:188|cucumber_zucchini:1365|hotpot_vase:175
sizes,8488,1332,acousticguitar_violin:139|ant_bee:15|cucumber_zucchini:987|hotpot_vase:191
sizzle,8489,98,cucumber_zucchini:68|hotpot_vase:30
sizzles,8490,57,cucumber_zucchini:12|hotpot_vase:45
sizzling,8491,941,cucumber_zucchini:60|hotpot_vase:881
skate,8492,8,hotpot_vase:8
skateboard,8493,40,acousticguitar_violin:40
skeleton,8494,36,acousticguitar_violin:36
skeleton-faced,8495,10,acousticguitar_violin:10
sketch,8496,13,acousticguitar_violin:8|hotpot_vase:5
sketch-laden,8497,2,acousticguitar_violin:2
sketches,8498,32,acousticguitar_violin:30|hotpot_vase:2
sketchpad,8499,1,acousticguitar_violin:1
skewer,8500,10,cucumber_zucchini:1|hotpot_vase:9
skewered,8501,62,cucumber_zucchini:1|hotpot_vase:61
skewers,8502,120,cucumber_zucchini:14|hotpot_vase:106
ski,8503,4,ambulance_firetruck:4
skies,8504,4187,acousticguitar_violin:50|ambulance_firetruck:4037|ant_bee:29|cucumber_zucchini:26|hotpot_vase:45
skill,8505,43,acousticguitar_violin:41|hotpot_vase:2
skilled,8506,34,acousticguitar_violin:26|hotpot_vase:8
skillet,8507,424,cucumber_zucchini:114|hotpot_vase:310
skillet-dinner,8508,2,hotpot_vase:2
skillet-dish,8509,3,hotpot_vase:3
skillet-meal,8510,1,hotpot_vase:1
skillfully,8511,210,acousticguitar_violin:200|ant_bee:1|cucumber_zucchini:7|hotpot_vase:2
skin,8512,6156,acousticguitar_violin:52|ant_bee:564|cucumber_zucchini:5528|hotpot_vase:12
skin-care,8513,1,cucumber_zucchini:1
skincare,8514,54,cucumber_zucchini:54
skins,8515,4018,cucumber_zucchini:4015|hotpot_vase:3
skirt,8516,134,acousticguitar_violin:125|cucumber_zucchini:9
skull,8517,124,acousticguitar_violin:123|ant_bee:1
skull-painted,8518,6,acousticguitar_violin:6
sky,8519,12499,acousticguitar_violin:593|ambulance_firetruck:10066|ant_bee:1547|cucumber_zucchini:118|hotpot_vase:175
skylift,8520,23,ambulance_firetruck:23
skylight,8521,24,acousticguitar_violin:22|ambulance_firetruck:2
skylights,8522,24,ambulance_firetruck:24
skyline,8523,119,acousticguitar_violin:31|ambulance_firetruck:88
skyscraper,8524,3,ambulance_firetruck:3
skyscrapers,8525,70,acousticguitar_violin:3|ambulance_firetruck:67
skyward,8526,17,acousticguitar_violin:3|ambulance_firetruck:13|cucumber_zucchini:1
slab,8527,35,ambulance_firetruck:1|cucumber_zucchini:27|hotpot_vase:7
slabs,8528,51,ant_bee:32|cucumber_zucchini:18|hotpot_vase:1
slat,8529,33,acousticguitar_violin:14|cucumber_zucchini:13|hotpot_vase:6
slats,8530,134,acousticguitar_violin:26|ambulance_firetruck:2|ant_bee:9|cucumber_zucchini:70|hotpot_vase:27
slatted,8531,167,acousticguitar_violin:83|ambulance_firetruck:1|ant_bee:3|cucumber_zucchini:68|hotpot_vase:12
sleek,8532,1859,acousticguitar_violin:1153|ambulance_firetruck:29|ant_bee:8|cucumber_zucchini:18|hotpot_vase:651
sleeping,8533,29,acousticguitar_violin:10|cucumber_zucchini:18|hotpot_vase:1
sleeps,8534,37,acousticguitar_violin:14|cucumber_zucchini:23
sleepy,8535,2,acousticguitar_violin:1|cucumber_zucchini:1
sleeve,8536,38,acousticguitar_violin:24|ambulance_firetruck:1|cucumber_zucchini:5|hotpot_vase:8
sleeves,8537,73,acousticguitar_violin:56|cucumber_zucchini:15|hotpot_vase:2
slender,8538,2141,acousticguitar_violin:33|ant_bee:1601|cucumber_zucchini:64|hotpot_vase:443
slice,8539,1643,ant_bee:116|cucumber_zucchini:1429|hotpot_vase:98
sliced,8540,11782,ant_bee:15|cucumber_zucchini:10734|hotpot_vase:1033
slices,8541,4563,acousticguitar_violin:12|ant_bee:13|cucumber_zucchini:3751|hotpot_vase:787
slicing,8542,301,cucumber_zucchini:301
slide,8543,56,acousticguitar_violin:8|ambulance_firetruck:45|ant_bee:3
slight,8544,1196,acousticguitar_violin:14|ambulance_firetruck:4|ant_bee:51|cucumber_zucchini:1094|hotpot_vase:33
slightly,8545,3441,acousticguitar_violin:186|ambulance_firetruck:49|ant_bee:1352|cucumber_zucchini:1641|hotpot_vase:213
slim,8546,18,acousticguitar_violin:16|ant_bee:1|hotpot_vase:1
slits,8547,16,ant_bee:16
slivers,8548,19,cucumber_zucchini:16|hotpot_vase:3
slogan,8549,78,ambulance_firetruck:78
slogans,8550,11,acousticguitar_violin:6|ambulance_firetruck:2|cucumber_zucchini:3
slots,8551,12,acousticguitar_violin:4|ant_bee:8
slotted,8552,76,cucumber_zucchini:24|hotpot_vase:52
slow,8553,660,hotpot_vase:660
slow-cooked,8554,28,hotpot_vase:28
slow-cooker,8555,3,hotpot_vase:3
slow-cooking,8556,1,hotpot_vase:1
slows,8557,10,ambulance_firetruck:10
slung,8558,6,acousticguitar_violin:6
slurping,8559,2,hotpot_vase:2
služba,8560,64,ambulance_firetruck:64
small,8561,17033,acousticguitar_violin:1199|ambulance_firetruck:383|ant_bee:9002|cucumber_zucchini:4119|hotpot_vase:2330
small-showcasing,8562,2,ant_bee:1|cucumber_zucchini:1
small-town,8563,51,ambulance_firetruck:51
smaller,8564,1215,acousticguitar_violin:177|ambulance_firetruck:61|ant_bee:393|cucumber_zucchini:324|hotpot_vase:260
smart,8565,6,acousticguitar_violin:1|hotpot_vase:5
smashed,8566,5,ambulance_firetruck:1|cucumber_zucchini:4
smear,8567,17,ant_bee:3|cucumber_zucchini:14
smh,8568,37,ambulance_firetruck:37
smile,8569,389,acousticguitar_violin:209|ambulance_firetruck:51|cucumber_zucchini:121|hotpot_vase:8
smiles,8570,1251,acousticguitar_violin:702|ambulance_firetruck:108|ant_bee:1|cucumber_zucchini:219|hotpot_vase:221
smiley,8571,62,ambulance_firetruck:5|cucumber_zucchini:53|hotpot_vase:4
smiley-faced,8572,1,cucumber_zucchini:1
smiling,8573,3890,acousticguitar_violin:2031|ambulance_firetruck:650|ant_bee:1|cucumber_zucchini:939|hotpot_vase:269
smirking,8574,2,acousticguitar_violin:2
smith,8575,18,acousticguitar_violin:12|ambulance_firetruck:1|ant_bee:4|hotpot_vase:1
smoke,8576,807,acousticguitar_violin:13|ambulance_firetruck:779|cucumber_zucchini:2|hotpot_vase:13
smoke-filled,8577,62,ambulance_firetruck:62
smoked,8578,36,cucumber_zucchini:20|hotpot_vase:16
smoking,8579,25,acousticguitar_violin:14|ambulance_firetruck:10|ant_bee:1
smoky,8580,105,acousticguitar_violin:27|ambulance_firetruck:67|cucumber_zucchini:6|hotpot_vase:5
smooth,8581,5933,acousticguitar_violin:434|ant_bee:622|cucumber_zucchini:3568|hotpot_vase:1309
smooth-skinned,8582,30,cucumber_zucchini:30
smudge,8583,12,ant_bee:6|cucumber_zucchini:6
smur,8584,18,ambulance_firetruck:18
smyrna,8585,19,ambulance_firetruck:19
snack,8586,115,acousticguitar_violin:1|ant_bee:13|cucumber_zucchini:100|hotpot_vase:1
snacks,8587,255,acousticguitar_violin:4|ant_bee:3|cucumber_zucchini:177|hotpot_vase:71
snail,8588,64,ant_bee:43|cucumber_zucchini:21
snake,8589,113,acousticguitar_violin:6|ambulance_firetruck:28|ant_bee:31|cucumber_zucchini:25|hotpot_vase:23
snake's,8590,3,ant_bee:3
snake-haired,8591,1,hotpot_vase:1
snake-like,8592,15,ant_bee:1|hotpot_vase:14
snake-skin-like,8593,1,hotpot_vase:1
snakes,8594,20,acousticguitar_violin:1|ambulance_firetruck:3|ant_bee:1|hotpot_vase:15
snaking,8595,34,ambulance_firetruck:34
snap,8596,207,cucumber_zucchini:189|hotpot_vase:18
snapdragons,8597,12,ant_bee:10|hotpot_vase:2
snapped,8598,5,acousticguitar_violin:5
snatching,8599,2,cucumber_zucchini:2
snc,8600,14,ambulance_firetruck:14
sneaker,8601,132,acousticguitar_violin:47|ant_bee:29|cucumber_zucchini:56
sneakers,8602,125,acousticguitar_violin:52|ambulance_firetruck:2|ant_bee:23|cucumber_zucchini:8|hotpot_vase:40
sniffing,8603,29,acousticguitar_violin:16|cucumber_zucchini:8|hotpot_vase:5
sniffs,8604,113,acousticguitar_violin:27|cucumber_zucchini:63|hotpot_vase:23
snohomish,8605,32,ambulance_firetruck:32
snout,8606,11,ant_bee:10|cucumber_zucchini:1
snout-like,8607,5,ant_bee:5
snow,8608,896,acousticguitar_violin:20|ambulance_firetruck:782|ant_bee:1|cucumber_zucchini:61|hotpot_vase:32
snow-capped,8609,52,ambulance_firetruck:52
snow-covered,8610,289,acousticguitar_violin:12|ambulance_firetruck:269|hotpot_vase:8
snow-dusted,8611,49,acousticguitar_violin:2|ambulance_firetruck:47
snowfall,8612,10,ambulance_firetruck:10
snowflake,8613,45,hotpot_vase:45
snowflakes,8614,31,acousticguitar_violin:6|ambulance_firetruck:7|hotpot_vase:18
snowplow,8615,36,ambulance_firetruck:36
snowy,8616,1249,acousticguitar_violin:47|ambulance_firetruck:1197|hotpot_vase:5
snuggling,8617,6,acousticguitar_violin:2|cucumber_zucchini:4
so,8618,15,acousticguitar_violin:2|ant_bee:1|cucumber_zucchini:5|hotpot_vase:7
soak,8619,22,cucumber_zucchini:17|hotpot_vase:5
soaked,8620,31,ambulance_firetruck:1|cucumber_zucchini:1|hotpot_vase:29
soaking,8621,47,ambulance_firetruck:1|cucumber_zucchini:34|hotpot_vase:12
soap,8622,106,cucumber_zucchini:103|hotpot_vase:3
soaps,8623,4,cucumber_zucchini:4
soapy,8624,39,cucumber_zucchini:39
soaring,8625,3,acousticguitar_violin:1|ambulance_firetruck:1|hotpot_vase:1
soars,8626,24,acousticguitar_violin:2|ambulance_firetruck:20|ant_bee:2
soba,8627,3,hotpot_vase:3
soccer,8628,34,ambulance_firetruck:34
soccorso,8629,729,ambulance_firetruck:729
social,8630,248,acousticguitar_violin:6|ambulance_firetruck:22|ant_bee:159|hotpot_vase:61
sociale,8631,29,ambulance_firetruck:29
socializing,8632,10,ambulance_firetruck:7|hotpot_vase:3
sock,8633,21,cucumber_zucchini:10|hotpot_vase:11
socks,8634,51,acousticguitar_violin:28|ant_bee:2|cucumber_zucchini:21
soda,8635,173,acousticguitar_violin:9|ambulance_firetruck:1|cucumber_zucchini:71|hotpot_vase:92
sofa,8636,342,acousticguitar_violin:317|cucumber_zucchini:3|hotpot_vase:22
sofas,8637,1,acousticguitar_violin:1
soft,8638,26206,acousticguitar_violin:6262|ambulance_firetruck:222|ant_bee:14670|cucumber_zucchini:2077|hotpot_vase:2975
soft-boiled,8639,57,hotpot_vase:57
soft-focus,8640,3379,acousticguitar_violin:33|ambulance_firetruck:1|ant_bee:3231|cucumber_zucchini:103|hotpot_vase:11
soft-focused,8641,239,acousticguitar_violin:1|ant_bee:232|cucumber_zucchini:1|hotpot_vase:5
soft-lit,8642,34,acousticguitar_violin:18|ant_bee:2|cucumber_zucchini:2|hotpot_vase:12
softly,8643,3836,acousticguitar_violin:1124|ambulance_firetruck:18|ant_bee:2155|cucumber_zucchini:205|hotpot_vase:334
software,8644,34,acousticguitar_violin:34
soil,8645,9495,acousticguitar_violin:2|ant_bee:4772|cucumber_zucchini:4700|hotpot_vase:21
soil-speckled,8646,1,ant_bee:1
soil-two,8647,4,ant_bee:4
sold,8648,22,acousticguitar_violin:18|cucumber_zucchini:4
soldier,8649,241,ambulance_firetruck:237|ant_bee:3|hotpot_vase:1
soldier's,8650,4,ambulance_firetruck:4
soldiers,8651,61,ambulance_firetruck:55|ant_bee:6
soleil,8652,45,acousticguitar_violin:45
solid,8653,587,acousticguitar_violin:280|ant_bee:141|cucumber_zucchini:67|hotpot_vase:99
solid-body,8654,21,acousticguitar_violin:21
solidarity,8655,5,acousticguitar_violin:3|ambulance_firetruck:2
solitary,8656,77,acousticguitar_violin:3|ant_bee:72|hotpot_vase:2
solitude,8657,117,acousticguitar_violin:106|ambulance_firetruck:3|ant_bee:6|hotpot_vase:2
solo,8658,26,acousticguitar_violin:21|ant_bee:5
solution,8659,2,cucumber_zucchini:2
sombreros,8660,1,acousticguitar_violin:1
some,8661,3616,acousticguitar_violin:187|ambulance_firetruck:181|ant_bee:1103|cucumber_zucchini:2058|hotpot_vase:87
someone,8662,246,acousticguitar_violin:26|ambulance_firetruck:54|ant_bee:15|cucumber_zucchini:11|hotpot_vase:140
son,8663,8,acousticguitar_violin:7|ambulance_firetruck:1
sonata,8664,26,acousticguitar_violin:26
sonatas,8665,33,acousticguitar_violin:33
songs,8666,19,acousticguitar_violin:19
sonic,8667,33,acousticguitar_violin:33
soon,8668,49,acousticguitar_violin:17|ant_bee:1|hotpot_vase:31
sooty,8669,4,ant_bee:3|hotpot_vase:1
sophia,8670,26,ambulance_firetruck:26
sorrow,8671,2,acousticguitar_violin:2
sorting,8672,20,cucumber_zucchini:20
sorts,8673,5,cucumber_zucchini:5
sos,8674,94,ambulance_firetruck:94
sostitutiva,8675,20,ambulance_firetruck:20
soulful,8676,19,acousticguitar_violin:19
soulfully,8677,1,acousticguitar_violin:1
sound,8678,942,acousticguitar_violin:942
soundboard,8679,134,acousticguitar_violin:134
soundhole,8680,14691,acousticguitar_violin:14691
soundholes,8681,381,acousticguitar_violin:381
soundpost,8682,17,acousticguitar_violin:17
soundproofing,8683,82,acousticguitar_violin:82
soup,8684,6869,cucumber_zucchini:204|hotpot_vase:6665
soup-bowl,8685,2,hotpot_vase:2
soups,8686,74,cucumber_zucchini:3|hotpot_vase:71
sour,8687,66,cucumber_zucchini:24|hotpot_vase:42
source,8688,121,acousticguitar_violin:12|ambulance_firetruck:6|ant_bee:70|hotpot_vase:33
south,8689,356,ambulance_firetruck:309|ant_bee:24|hotpot_vase:23
southeast,8690,25,cucumber_zucchini:16|hotpot_vase:9
southern,8691,4,hotpot_vase:4
southwest,8692,49,ambulance_firetruck:49
southwestern,8693,18,ambulance_firetruck:1|hotpot_vase:17
souvenirs,8694,43,acousticguitar_violin:4|hotpot_vase:39
soviet,8695,10,ambulance_firetruck:10
soviet-era,8696,27,ambulance_firetruck:27
soy,8697,111,cucumber_zucchini:72|hotpot_vase:39
soy-marinated,8698,2,hotpot_vase:2
sp6a055,8699,24,hotpot_vase:24
space,8700,823,acousticguitar_violin:500|ambulance_firetruck:188|ant_bee:43|cucumber_zucchini:10|hotpot_vase:82
space-patterned,8701,2,acousticguitar_violin:2
space-themed,8702,18,acousticguitar_violin:18
spacemaster,8703,31,cucumber_zucchini:31
spacious,8704,96,acousticguitar_violin:10|ambulance_firetruck:81|ant_bee:3|hotpot_vase:2
spadix,8705,27,ant_bee:27
spaghetti,8706,169,cucumber_zucchini:169
spain,8707,16,ambulance_firetruck:16
spanish,8708,109,acousticguitar_violin:14|ambulance_firetruck:58|hotpot_vase:37
spanish-style,8709,50,acousticguitar_violin:11|ambulance_firetruck:39
spans,8710,22,ambulance_firetruck:1|cucumber_zucchini:21
spare,8711,116,acousticguitar_violin:4|ambulance_firetruck:112
sparkle,8712,45,acousticguitar_violin:21|ambulance_firetruck:4|ant_bee:9|hotpot_vase:11
sparkled,8713,2,acousticguitar_violin:2
sparkles,8714,19,acousticguitar_violin:4|ant_bee:9|hotpot_vase:6
sparkling,8715,131,acousticguitar_violin:17|ant_bee:44|cucumber_zucchini:4|hotpot_vase:66
sparkly,8716,40,acousticguitar_violin:25|ant_bee:5|hotpot_vase:10
sparse,8717,269,acousticguitar_violin:1|ambulance_firetruck:31|ant_bee:197|cucumber_zucchini:32|hotpot_vase:8
spathe,8718,15,ant_bee:15
spatula,8719,29,cucumber_zucchini:24|hotpot_vase:5
speak,8720,8,acousticguitar_violin:1|ambulance_firetruck:7
speaker,8721,229,acousticguitar_violin:191|ambulance_firetruck:34|cucumber_zucchini:1|hotpot_vase:3
speakers,8722,225,acousticguitar_violin:200|ambulance_firetruck:10|hotpot_vase:15
speaking,8723,18,acousticguitar_violin:1|ambulance_firetruck:14|hotpot_vase:3
speaks,8724,33,ambulance_firetruck:33
spear,8725,42,cucumber_zucchini:1|hotpot_vase:41
spears,8726,69,cucumber_zucchini:34|hotpot_vase:35
specifications,8727,35,acousticguitar_violin:34|hotpot_vase:1
specimen,8728,37,ant_bee:32|cucumber_zucchini:5
specimens,8729,20,ant_bee:20
speck,8730,15,ant_bee:14|cucumber_zucchini:1
speckled,8731,4436,acousticguitar_violin:128|ambulance_firetruck:9|ant_bee:881|cucumber_zucchini:2558|hotpot_vase:860
speckled-orange,8732,1,hotpot_vase:1
speckles,8733,1512,ambulance_firetruck:2|ant_bee:136|cucumber_zucchini:1200|hotpot_vase:174
specks,8734,435,acousticguitar_violin:6|ambulance_firetruck:1|ant_bee:334|cucumber_zucchini:68|hotpot_vase:26
specs,8735,65,acousticguitar_violin:57|hotpot_vase:8
spectator,8736,3,ambulance_firetruck:3
spectators,8737,1325,acousticguitar_violin:18|ambulance_firetruck:1307
speech,8738,17,ambulance_firetruck:17
speed,8739,177,ambulance_firetruck:175|ant_bee:2
speeding,8740,432,ambulance_firetruck:432
speeds,8741,708,ambulance_firetruck:708
spelling,8742,28,ambulance_firetruck:6|hotpot_vase:22
spencer,8743,20,ambulance_firetruck:20
spende,8744,21,ambulance_firetruck:21
spfd,8745,10,ambulance_firetruck:10
sphere,8746,65,ant_bee:14|hotpot_vase:51
spheres,8747,22,ant_bee:15|cucumber_zucchini:1|hotpot_vase:6
spherical,8748,74,acousticguitar_violin:17|ambulance_firetruck:1|ant_bee:29|hotpot_vase:27
spice,8749,97,ambulance_firetruck:6|cucumber_zucchini:71|hotpot_vase:20
spiced,8750,72,cucumber_zucchini:6|hotpot_vase:66
spices,8751,626,ambulance_firetruck:1|cucumber_zucchini:218|hotpot_vase:407
spicy,8752,7393,cucumber_zucchini:203|hotpot_vase:7190
"spicy,丰盛",8753,1,cucumber_zucchini:1
"spicy,涮锅",8754,1,hotpot_vase:1
spicy-sweet,8755,2,hotpot_vase:2
spider,8756,1229,acousticguitar_violin:2|ant_bee:1206|hotpot_vase:21
spider's,8757,47,ant_bee:47
spider-decorated,8758,1,ant_bee:1
spider-like,8759,18,ant_bee:18
spider-shaped,8760,3,ant_bee:3
spiderlings,8761,3,ant_bee:3
spiders,8762,152,ant_bee:152
spiderweb,8763,52,ant_bee:52
spidey,8764,1,ant_bee:1
spike,8765,120,ant_bee:120
spikes,8766,41,ant_bee:31|cucumber_zucchini:7|hotpot_vase:3
spiky,8767,2077,acousticguitar_violin:60|ant_bee:1585|cucumber_zucchini:411|hotpot_vase:21
spill,8768,125,ambulance_firetruck:2|ant_bee:8|cucumber_zucchini:103|hotpot_vase:12
spilled,8769,12,ant_bee:6|cucumber_zucchini:1|hotpot_vase:5
spilling,8770,81,ant_bee:3|cucumber_zucchini:58|hotpot_vase:20
spinach,8771,372,cucumber_zucchini:167|hotpot_vase:205
spinal,8772,40,cucumber_zucchini:40
spine,8773,12,acousticguitar_violin:8|ant_bee:4
spines,8774,486,acousticguitar_violin:3|ant_bee:119|cucumber_zucchini:364
spinning,8775,80,ambulance_firetruck:73|hotpot_vase:7
spiny,8776,297,ant_bee:224|cucumber_zucchini:73
spiral,8777,545,acousticguitar_violin:30|ambulance_firetruck:1|ant_bee:45|cucumber_zucchini:100|hotpot_vase:369
spiral-cut,8778,21,cucumber_zucchini:20|hotpot_vase:1
spiral-lidded,8779,1,hotpot_vase:1
spiral-patterned,8780,2,cucumber_zucchini:2
spiral-shaped,8781,13,ant_bee:6|cucumber_zucchini:4|hotpot_vase:3
spiral-sliced,8782,3,cucumber_zucchini:3
spiraled,8783,27,acousticguitar_violin:1|ant_bee:20|cucumber_zucchini:3|hotpot_vase:3
spiraling,8784,47,acousticguitar_violin:1|ant_bee:25|hotpot_vase:21
spiralized,8785,16,cucumber_zucchini:16
spirals,8786,20,acousticguitar_violin:2|ant_bee:3|cucumber_zucchini:5|hotpot_vase:10
spires,8787,29,ambulance_firetruck:29
spiritual,8788,46,acousticguitar_violin:19|hotpot_vase:27
splash,8789,13,acousticguitar_violin:2|cucumber_zucchini:8|hotpot_vase:3
splashes,8790,36,ambulance_firetruck:17|cucumber_zucchini:13|hotpot_vase:6
splashing,8791,27,ambulance_firetruck:20|cucumber_zucchini:7
splatter,8792,5,ant_bee:2|hotpot_vase:3
splattered,8793,7,hotpot_vase:7
splatters,8794,2,ambulance_firetruck:1|ant_bee:1
splayed,8795,207,ant_bee:207
splintered,8796,10,ant_bee:10
split,8797,1280,acousticguitar_violin:49|ambulance_firetruck:5|ant_bee:75|cucumber_zucchini:11|hotpot_vase:1140
split-boil,8798,1,hotpot_vase:1
split-broth,8799,3,hotpot_vase:3
split火锅,8800,62,hotpot_vase:62
splotches,8801,14,hotpot_vase:14
spoked,8802,186,ambulance_firetruck:186
sponge,8803,64,ant_bee:8|cucumber_zucchini:55|hotpot_vase:1
sponge-like,8804,6,ant_bee:4|cucumber_zucchini:2
sponges,8805,13,ambulance_firetruck:8|ant_bee:2|cucumber_zucchini:3
spongy,8806,12,ant_bee:2|cucumber_zucchini:10
sponsor,8807,49,ambulance_firetruck:36|hotpot_vase:13
sponsors,8808,9,ambulance_firetruck:8|hotpot_vase:1
sponsorship,8809,8,ambulance_firetruck:8
spooky,8810,7,acousticguitar_violin:2|hotpot_vase:5
spoon,8811,3369,acousticguitar_violin:1|ant_bee:62|cucumber_zucchini:529|hotpot_vase:2777
spoon-filled,8812,1,hotpot_vase:1
spoonful,8813,49,cucumber_zucchini:1|hotpot_vase:48
spoonfuls,8814,1,hotpot_vase:1
spoons,8815,196,cucumber_zucchini:10|hotpot_vase:186
spore,8816,15,ant_bee:15
spore-filled,8817,1,ant_bee:1
spores,8818,14,ant_bee:12|cucumber_zucchini:2
sporing,8819,1,cucumber_zucchini:1
sporophytes,8820,11,ant_bee:11
sport,8821,55,acousticguitar_violin:1|ambulance_firetruck:54
sports,8822,57,acousticguitar_violin:20|ambulance_firetruck:13|hotpot_vase:24
sports-themed,8823,8,hotpot_vase:8
spot,8824,62,acousticguitar_violin:1|ambulance_firetruck:26|ant_bee:18|cucumber_zucchini:10|hotpot_vase:7
spotlight,8825,374,acousticguitar_violin:357|ambulance_firetruck:5|ant_bee:7|cucumber_zucchini:2|hotpot_vase:3
spotlighted,8826,46,acousticguitar_violin:46
spotlights,8827,70,acousticguitar_violin:53|ambulance_firetruck:17
spots,8828,763,acousticguitar_violin:2|ambulance_firetruck:13|ant_bee:409|cucumber_zucchini:271|hotpot_vase:68
spotted,8829,319,ant_bee:241|cucumber_zucchini:61|hotpot_vase:17
spout,8830,177,ant_bee:3|cucumber_zucchini:4|hotpot_vase:170
spouts,8831,62,hotpot_vase:62
sprawl,8832,40,acousticguitar_violin:5|ambulance_firetruck:4|cucumber_zucchini:31
spray,8833,98,ambulance_firetruck:55|cucumber_zucchini:40|hotpot_vase:3
spraying,8834,293,ambulance_firetruck:293
sprays,8835,244,ambulance_firetruck:244
spread,8836,1627,acousticguitar_violin:4|ambulance_firetruck:6|ant_bee:1241|cucumber_zucchini:227|hotpot_vase:149
spreading,8837,27,ant_bee:22|cucumber_zucchini:3|hotpot_vase:2
sprig,8838,87,acousticguitar_violin:1|ant_bee:6|cucumber_zucchini:32|hotpot_vase:48
sprigs,8839,111,acousticguitar_violin:1|cucumber_zucchini:59|hotpot_vase:51
spring,8840,476,acousticguitar_violin:9|ambulance_firetruck:76|ant_bee:293|cucumber_zucchini:38|hotpot_vase:60
springdale,8841,23,ambulance_firetruck:23
springfield,8842,49,ambulance_firetruck:48|hotpot_vase:1
springs,8843,96,ambulance_firetruck:96
springtime,8844,244,acousticguitar_violin:5|ambulance_firetruck:7|ant_bee:203|hotpot_vase:29
sprinkled,8845,94,ambulance_firetruck:1|ant_bee:1|cucumber_zucchini:87|hotpot_vase:5
sprinkles,8846,23,ant_bee:11|cucumber_zucchini:12
sprinter,8847,85,ambulance_firetruck:85
sprout,8848,83,ant_bee:34|cucumber_zucchini:24|hotpot_vase:25
sprouting,8849,36,ant_bee:7|cucumber_zucchini:12|hotpot_vase:17
sprouts,8850,473,ant_bee:164|cucumber_zucchini:129|hotpot_vase:180
spruce,8851,292,acousticguitar_violin:292
squad,8852,257,ambulance_firetruck:257
square,8853,787,acousticguitar_violin:37|ambulance_firetruck:341|cucumber_zucchini:35|hotpot_vase:374
square-shaped,8854,30,hotpot_vase:30
squash,8855,6067,ant_bee:27|cucumber_zucchini:5854|hotpot_vase:186
squash-green,8856,23,cucumber_zucchini:23
squash-two,8857,42,cucumber_zucchini:42
squashes,8858,84,cucumber_zucchini:84
squid,8859,55,hotpot_vase:55
squier,8860,177,acousticguitar_violin:177
squiggles,8861,4,ant_bee:4
squiggly,8862,3,ant_bee:3
squirt,8863,23,ambulance_firetruck:23
st,8864,755,acousticguitar_violin:9|ambulance_firetruck:740|hotpot_vase:6
stabilize,8865,3,ambulance_firetruck:3
